Income,Age,Total_Spend,Total_Purchases,Customer_Tenure,Cluster
20425.0,40,57,5,4648.0,2
17144.0,66,47,7,4648.0,2
42564.0,58,813,18,4798.0,1
43783.0,48,629,16,4648.0,0
40780.0,50,377,13,4974.0,2
62847.0,81,1612,13,4648.0,1
82017.0,69,729,16,5003.0,1
16813.0,76,50,5,4648.0,2
51267.0,48,270,11,4648.0,2
46524.0,65,177,7,4706.0,2
45183.0,64,315,12,4648.0,0
70421.0,72,767,20,4648.0,1
60161.0,61,1071,23,4648.0,1
73926.0,53,1580,23,4796.0,1
19329.0,58,60,7,4648.0,2
61872.0,56,573,17,4648.0,1
46984.0,70,41,4,4648.0,2
34838.0,75,170,7,4648.0,0
82716.0,82,1167,27,4699.0,1
48192.0,68,1526,22,4675.0,1
49681.0,50,458,15,4729.0,2
56850.0,55,63,5,4648.0,2
55267.0,69,405,13,4648.0,0
59666.0,54,1027,13,4648.0,1
72504.0,54,1478,20,4675.0,1
26872.0,45,72,4,4648.0,2
21359.0,54,48,5,4648.0,2
73170.0,51,726,15,4648.0,1
52750.0,71,860,21,4738.0,1
91820.0,40,1497,22,4648.0,1
65968.0,56,495,16,4126.0,0
30772.0,50,20,3,4128.0,0
22507.0,72,570,16,4648.0,0
65685.0,54,769,20,4648.0,1
25804.0,48,55,5,4821.0,2
76412.0,46,1808,17,4705.0,1
22063.0,54,55,5,4610.0,2
57091.0,65,577,17,4648.0,0
78353.0,67,1576,23,4648.0,1
93404.0,72,1616,14,4644.0,1
37859.0,64,36,4,4495.0,0
80995.0,68,1482,21,4521.0,1
16529.0,42,22,4,4462.0,2
55412.0,50,63,5,4648.0,2
48789.0,34,680,17,4913.0,2
56575.0,59,542,17,4705.0,1
25130.0,46,50,5,4789.0,2
35441.0,59,39,4,4648.0,2
71391.0,70,1043,23,4648.0,1
49494.0,54,385,12,4648.0,0
81702.0,46,1633,26,4648.0,1
45889.0,46,46,4,4792.0,2
56628.0,49,761,18,4648.0,1
34026.0,76,76,6,4702.0,2
40049.0,52,290,11,4648.0,2
34176.0,38,89,7,4126.0,0
19419.0,45,70,7,4911.0,2
82504.0,66,1066,16,4648.0,1
81205.0,56,2009,18,4648.0,1
61618.0,35,1345,17,4648.0,1
55284.0,70,764,20,4648.0,1
49980.0,63,195,9,4648.0,0
15072.0,46,53,7,4552.0,2
49166.0,52,368,11,4648.0,2
82347.0,69,1853,24,5033.0,1
30843.0,60,35,4,4648.0,2
46374.0,52,446,15,4648.0,0
60474.0,47,1180,24,4826.0,1
38576.0,53,41,4,4372.0,0
55357.0,41,727,19,4648.0,1
37758.0,60,40,4,5095.0,2
85710.0,37,1062,25,4705.0,1
23228.0,57,40,5,4648.0,2
44602.0,57,292,11,4648.0,2
7500.0,39,15,3,4586.0,2
38683.0,37,341,11,5095.0,2
49514.0,51,369,11,4648.0,2
57906.0,53,401,14,4520.0,0
43456.0,60,393,14,4648.0,0
19485.0,40,10,3,4648.0,2
53172.0,48,486,13,4674.0,2
30545.0,47,69,5,4648.0,2
70123.0,43,1727,16,4648.0,1
62450.0,67,995,14,4313.0,0
21675.0,50,45,7,4155.0,0
42395.0,45,182,8,4371.0,0
61346.0,48,989,22,4669.0,1
80812.0,73,1677,17,4648.0,1
42835.0,55,595,16,4648.0,0
39922.0,43,156,7,4648.0,2
86424.0,70,1226,27,4341.0,1
17117.0,48,128,7,4648.0,2
24762.0,54,86,6,4190.0,0
35797.0,51,68,5,4648.0,2
36627.0,51,16,3,4648.0,2
51111.0,45,55,5,4648.0,2
82072.0,56,2018,18,4792.0,1
46231.0,73,263,11,4648.0,0
42243.0,67,55,5,4514.0,0
51195.0,64,564,16,4826.0,1
68092.0,48,1281,18,4648.0,1
31814.0,53,83,5,4585.0,2
51390.0,61,353,12,4974.0,2
76630.0,43,1003,24,4648.0,1
26868.0,35,14,3,4648.0,2
55260.0,54,1139,23,4849.0,1
64090.0,70,797,19,4641.0,1
78331.0,68,1638,23,4648.0,1
37087.0,52,401,14,4518.0,0
21846.0,40,84,7,4648.0,2
81320.0,68,928,17,4677.0,1
54137.0,56,203,9,4648.0,2
66825.0,59,858,15,4648.0,1
57100.0,53,409,12,4728.0,2
58917.0,57,282,11,4648.0,0
85072.0,49,1423,17,4218.0,0
86429.0,65,1449,18,4648.0,1
45684.0,55,28,3,4787.0,2
47889.0,52,67,5,4374.0,0
45921.0,40,199,9,4189.0,0
78420.0,60,1453,21,4648.0,1
75114.0,34,1253,18,4638.0,1
52278.0,63,1198,25,4648.0,1
35641.0,54,178,8,4648.0,2
95529.0,32,1990,17,5124.0,1
62820.0,72,976,13,4521.0,0
73113.0,66,1001,14,4648.0,1
42607.0,72,350,12,4648.0,0
74637.0,72,1650,24,4648.0,1
46015.0,71,46,4,4648.0,2
72354.0,33,1228,18,4648.0,1
39858.0,57,95,6,4648.0,2
34469.0,78,62,6,4370.0,0
83033.0,40,1761,25,4648.0,1
24401.0,47,467,13,4648.0,2
77583.0,48,1149,18,4190.0,0
74116.0,44,2052,18,4648.0,1
68397.0,50,1416,20,4648.0,1
79632.0,52,1113,19,4249.0,0
46107.0,37,125,6,4190.0,0
64950.0,75,966,23,4853.0,1
25443.0,37,32,4,4648.0,2
32892.0,55,46,6,4648.0,2
71796.0,55,960,16,4648.0,1
67536.0,56,1829,27,4648.0,1
55239.0,55,779,23,4648.0,1
60554.0,51,811,21,4579.0,1
64831.0,74,1120,14,4551.0,1
56067.0,64,725,18,4648.0,1
82025.0,43,1187,11,4648.0,1
94384.0,73,2302,18,4737.0,1
14906.0,40,66,6,4648.0,2
51563.0,39,1250,18,5186.0,1
57937.0,44,683,17,4648.0,1
68274.0,47,305,11,4648.0,0
39771.0,49,50,5,4667.0,2
67893.0,51,995,14,5186.0,1
27922.0,47,41,5,4187.0,0
52190.0,50,77,6,4248.0,0
44051.0,53,171,8,4648.0,2
42767.0,55,131,6,4521.0,0
46106.0,50,54,4,4156.0,0
16927.0,50,53,7,4555.0,2
59754.0,61,475,13,5184.0,1
53700.0,74,694,18,4648.0,1
59041.0,53,96,6,4279.0,0
54237.0,69,361,12,4648.0,0
70647.0,59,1079,24,4648.0,1
52597.0,64,578,17,4279.0,0
41021.0,57,64,5,4648.0,2
40233.0,51,149,8,4648.0,2
50183.0,46,231,10,4648.0,2
54753.0,67,728,18,4487.0,0
92955.0,53,1778,22,4648.0,1
33471.0,53,93,7,4851.0,2
34596.0,52,23,3,4648.0,2
44010.0,46,662,18,4648.0,0
84219.0,38,1198,17,4432.0,1
40706.0,58,81,7,4648.0,2
15716.0,38,92,7,4850.0,2
59052.0,67,491,15,4648.0,0
80573.0,55,1564,23,4648.0,1
83715.0,64,926,23,4404.0,1
82576.0,67,1910,18,5188.0,1
35704.0,74,94,6,4405.0,0
53103.0,72,1085,23,4487.0,1
46779.0,66,23,3,4489.0,0
4861.0,61,6,0,4648.0,2
33462.0,47,54,5,4641.0,2
80763.0,76,1415,22,4648.0,1
65352.0,52,405,14,4648.0,0
82170.0,48,1908,18,4648.0,1
75759.0,57,2486,25,4648.0,1
79689.0,50,1315,26,4491.0,1
35340.0,70,45,5,4648.0,2
85683.0,72,1789,16,4648.0,1
24884.0,54,19,3,4648.0,2
42021.0,45,573,17,4648.0,2
64449.0,37,805,20,4648.0,1
64587.0,72,108,6,4648.0,0
75437.0,48,1493,22,4576.0,1
52845.0,53,936,22,4648.0,1
46086.0,70,343,12,4760.0,0
78028.0,70,528,19,4913.0,1
95169.0,39,1901,11,4577.0,1
56337.0,45,724,17,4648.0,1
22434.0,39,58,5,4648.0,2
36930.0,72,297,11,4648.0,0
36130.0,72,488,15,4797.0,0
65569.0,73,859,21,5064.0,1
19514.0,58,69,6,4648.0,2
36736.0,63,17,3,4552.0,2
77568.0,47,2194,20,4648.0,1
49187.0,50,116,7,4160.0,0
30168.0,48,279,11,4646.0,2
34053.0,58,103,6,4913.0,2
38196.0,55,44,6,4648.0,2
59412.0,75,406,14,4648.0,0
70924.0,61,1363,19,4280.0,0
54165.0,57,236,10,4648.0,0
32300.0,53,39,4,4770.0,2
20180.0,50,137,7,4648.0,2
34961.0,53,79,7,4648.0,2
28440.0,52,63,5,4642.0,2
64504.0,73,1314,18,4737.0,1
33564.0,60,71,5,4648.0,2
17345.0,48,58,5,5125.0,2
56320.0,59,702,18,4614.0,1
28647.0,48,94,6,4648.0,2
15038.0,39,80,5,4648.0,2
32173.0,68,22,4,4822.0,2
68316.0,62,1211,27,5094.0,1
74538.0,55,1461,21,4648.0,1
91700.0,55,1968,19,4648.0,1
68695.0,57,1091,15,4648.0,1
31056.0,49,55,4,4648.0,2
28071.0,46,313,11,4648.0,2
37334.0,68,62,7,4648.0,2
46423.0,54,92,6,4648.0,2
37126.0,55,72,5,4648.0,2
47703.0,73,655,17,4648.0,0
61180.0,67,704,16,4648.0,1
38998.0,72,54,5,5125.0,2
8028.0,35,178,1,4648.0,2
76081.0,64,1033,13,4648.0,1
34728.0,40,36,4,4648.0,2
33168.0,61,122,7,4648.0,2
33585.0,60,122,6,4648.0,2
77037.0,66,1123,26,4648.0,1
35196.0,42,497,12,4648.0,2
44529.0,60,691,19,4703.0,1
28764.0,60,12,3,4339.0,0
69098.0,77,2440,24,4648.0,1
25959.0,56,56,5,4648.0,2
27100.0,43,37,4,4706.0,2
70596.0,41,968,20,5065.0,1
42557.0,52,270,11,4648.0,2
53312.0,75,278,11,4579.0,0
72228.0,74,1250,21,4648.0,1
67605.0,39,938,16,4648.0,1
62845.0,77,1178,17,5186.0,1
65196.0,68,1155,24,4648.0,1
42000.0,39,653,18,4556.0,0
35860.0,53,49,4,4648.0,2
65526.0,62,506,16,4157.0,0
16860.0,65,38,5,4852.0,2
83528.0,34,1650,22,4460.0,1
64176.0,61,1826,25,5128.0,1
22304.0,70,18,3,5097.0,2
67023.0,48,906,23,4372.0,1
70713.0,60,1477,19,5124.0,1
59925.0,71,766,20,4648.0,1
39722.0,73,47,5,4648.0,2
46610.0,68,467,13,4648.0,0
88347.0,65,2116,20,4764.0,1
87171.0,45,1298,24,4825.0,1
26907.0,50,22,4,4648.0,2
50014.0,58,396,13,4648.0,0
41014.0,48,20,3,4648.0,2
66294.0,61,967,12,4648.0,1
36715.0,55,357,13,4648.0,2
79456.0,70,1401,15,4648.0,1
40479.0,44,15,3,4648.0,2
75345.0,56,2087,19,4797.0,1
54233.0,49,981,22,4738.0,1
24163.0,56,17,4,4486.0,2
84460.0,68,523,22,4739.0,1
43776.0,43,23,3,4401.0,2
71691.0,68,1192,16,4648.0,1
85844.0,53,1958,19,4648.0,1
39190.0,52,133,7,4648.0,2
38578.0,54,73,6,4648.0,2
57236.0,61,121,7,4128.0,0
61825.0,47,424,14,4641.0,0
79803.0,68,868,12,4428.0,0
80910.0,40,756,14,4648.0,1
27590.0,44,12,3,4648.0,2
56775.0,47,937,23,4798.0,1
83829.0,51,1862,17,4608.0,1
54210.0,47,367,12,4648.0,2
38508.0,40,443,14,4791.0,2
53187.0,56,267,11,4648.0,0
30023.0,54,61,5,4648.0,2
76045.0,66,1323,20,4648.0,1
50870.0,74,63,5,4648.0,0
65463.0,52,562,17,4648.0,1
66480.0,61,312,12,4648.0,0
76773.0,72,1156,15,4648.0,1
81698.0,43,1104,15,4827.0,1
54466.0,53,16,3,4220.0,0
16269.0,42,44,6,4648.0,2
71819.0,55,1574,11,4648.0,1
33569.0,43,63,4,4648.0,2
36262.0,43,426,11,4648.0,2
22634.0,60,96,5,4648.0,2
47025.0,48,635,18,4487.0,0
70566.0,58,757,20,4669.0,1
31605.0,47,125,7,4648.0,2
52034.0,53,332,11,4648.0,2
48526.0,47,135,7,4648.0,2
46734.0,72,330,12,4648.0,0
39552.0,64,384,13,4648.0,0
86358.0,60,1722,14,4975.0,1
46931.0,49,78,5,4648.0,2
16581.0,41,24,3,4495.0,2
63998.0,74,1168,24,4648.0,1
67381.0,75,957,13,4648.0,1
25930.0,59,15,3,4547.0,2
42693.0,48,57,4,4278.0,0
85606.0,50,1956,22,4850.0,1
72903.0,41,2013,20,4648.0,1
49669.0,52,326,12,4648.0,2
36778.0,58,77,6,5067.0,2
85696.0,64,1313,19,4766.0,1
49678.0,65,315,12,4797.0,2
37155.0,37,74,6,4648.0,2
21282.0,48,46,5,4156.0,0
33419.0,64,86,6,4648.0,2
63285.0,81,1103,24,4699.0,1
21255.0,52,61,7,4648.0,2
42162.0,45,145,7,4648.0,2
54450.0,70,684,19,4648.0,1
57744.0,72,411,14,4485.0,0
26576.0,40,27,3,4648.0,2
57513.0,83,1060,25,4672.0,1
68142.0,62,1459,21,4648.0,1
7500.0,47,18,3,4648.0,2
83145.0,52,1833,25,4648.0,1
54197.0,66,237,10,4402.0,0
23091.0,63,48,6,4648.0,2
46049.0,50,515,16,4648.0,0
56715.0,52,1020,14,5063.0,1
79410.0,65,1370,10,4648.0,1
57304.0,75,1026,23,4523.0,1
44375.0,61,301,11,4648.0,0
59594.0,61,499,16,4648.0,0
80685.0,32,1004,20,4648.0,1
40344.0,52,218,10,4648.0,2
62710.0,54,606,18,4648.0,1
48985.0,58,75,5,4703.0,2
35322.0,58,106,6,4648.0,2
77142.0,78,990,16,4648.0,1
81657.0,57,1097,15,4648.0,1
14421.0,30,16,3,4648.0,2
74214.0,36,1711,15,4648.0,1
66726.0,69,438,14,4130.0,0
23724.0,47,75,5,4617.0,2
47353.0,66,225,10,4648.0,0
33444.0,74,18,3,5125.0,2
54386.0,45,470,15,4648.0,0
28510.0,45,91,6,4648.0,2
90638.0,35,2525,17,4648.0,1
48070.0,76,504,16,4648.0,0
43140.0,69,235,10,4709.0,0
54959.0,65,1232,18,4648.0,1
15056.0,68,88,7,4766.0,2
26954.0,55,17,3,4248.0,0
22327.0,41,24,4,4791.0,2
44393.0,61,60,5,4648.0,2
62000.0,74,1020,25,4648.0,1
31497.0,64,155,8,5032.0,2
45894.0,52,51,4,4648.0,2
78579.0,56,1812,15,4648.0,1
67369.0,57,1461,21,4648.0,1
58401.0,66,96,5,4648.0,0
62307.0,74,160,8,4648.0,0
43641.0,57,139,7,4648.0,2
70091.0,57,1161,17,4648.0,1
78075.0,54,988,13,4341.0,0
59184.0,65,1072,24,4943.0,1
54809.0,49,174,8,4517.0,0
58113.0,67,758,19,4648.0,1
51412.0,68,195,9,4648.0,0
66636.0,69,1084,16,4648.0,1
50965.0,70,685,19,4648.0,1
18351.0,36,43,5,4648.0,2
40451.0,69,49,4,4648.0,2
36317.0,61,133,7,4648.0,2
42213.0,69,363,13,4486.0,0
65748.0,71,545,16,4648.0,0
77044.0,54,1065,29,4648.0,1
74918.0,57,2047,20,4493.0,1
56721.0,54,296,10,4648.0,0
42160.0,51,140,7,4648.0,2
61559.0,61,530,16,4648.0,0
33629.0,63,152,8,4975.0,2
34377.0,63,114,6,4648.0,2
8940.0,40,101,7,4648.0,2
26228.0,53,25,3,4648.0,2
77297.0,69,789,21,4648.0,1
40211.0,45,87,5,4648.0,2
33438.0,68,90,7,4648.0,2
75032.0,67,1215,18,4648.0,1
61284.0,71,811,21,4486.0,0
22518.0,40,61,5,4648.0,2
54730.0,51,405,13,4648.0,0
38452.0,71,72,6,4648.0,2
44421.0,55,189,9,4648.0,2
38197.0,40,40,4,4648.0,2
41986.0,48,63,7,4220.0,0
28427.0,43,52,5,4648.0,2
37395.0,50,39,4,4429.0,2
64722.0,55,805,21,4648.0,1
55249.0,70,130,7,4648.0,0
84906.0,54,1631,23,4730.0,1
44213.0,74,152,8,4648.0,0
25707.0,42,21,4,4648.0,2
59062.0,59,71,5,4761.0,2
76624.0,64,899,22,4648.0,1
66000.0,79,711,9,4648.0,0
27683.0,48,351,12,5097.0,2
1730.0,55,8,0,4648.0,2
7500.0,34,119,7,5124.0,2
40521.0,58,21,3,4706.0,2
20427.0,53,10,3,4648.0,2
65106.0,51,973,24,4648.0,1
69969.0,61,1536,12,4648.0,1
67433.0,74,992,24,4648.0,1
77766.0,59,1529,32,4648.0,1
74716.0,54,860,15,4487.0,0
55158.0,56,418,14,4648.0,0
62972.0,71,587,14,5128.0,1
74190.0,51,641,17,4126.0,0
39356.0,50,23,3,4648.0,2
76653.0,57,2279,22,4648.0,1
90687.0,43,1779,16,4648.0,1
73450.0,44,1804,26,4698.0,1
31454.0,66,48,5,4672.0,2
47139.0,74,83,5,4311.0,0
53378.0,63,793,19,4648.0,1
19656.0,56,84,6,4616.0,2
45579.0,78,183,9,4648.0,0
85485.0,68,1383,18,4648.0,1
55956.0,82,999,14,4280.0,0
64191.0,63,825,21,4648.0,1
38808.0,54,246,10,4648.0,2
57183.0,60,610,17,4648.0,1
23748.0,58,76,6,4648.0,2
66303.0,55,1286,18,4648.0,1
37368.0,51,30,3,4648.0,2
40800.0,62,99,6,4829.0,2
71847.0,48,1192,22,4648.0,1
46149.0,51,362,13,4648.0,2
78687.0,43,2130,18,4944.0,1
49118.0,55,1229,26,4648.0,1
37633.0,69,38,4,4648.0,2
39767.0,75,485,15,4648.0,0
26997.0,75,434,11,5064.0,2
33986.0,56,44,4,4648.0,2
57091.0,54,496,16,4648.0,0
46831.0,57,78,5,4612.0,2
83151.0,54,2346,22,4555.0,1
52531.0,55,794,19,4648.0,1
15759.0,70,17,3,4701.0,2
43050.0,53,76,6,4648.0,2
42997.0,49,15,3,4637.0,2
48918.0,63,62,5,4127.0,0
60033.0,72,198,8,4648.0,0
34043.0,48,49,4,4648.0,2
57811.0,60,802,20,4648.0,1
78569.0,80,1736,14,4648.0,1
7500.0,48,57,6,4648.0,2
157733.0,55,59,2,4734.0,1
23148.0,41,37,5,4648.0,2
44267.0,56,310,11,4648.0,2
71626.0,47,1305,18,5185.0,1
60894.0,60,832,21,4648.0,1
50200.0,50,401,13,4767.0,2
81051.0,61,1501,22,4648.0,1
65169.0,44,1189,27,4648.0,1
59868.0,54,1194,25,4648.0,1
65695.0,66,656,19,4648.0,1
64857.0,70,1540,22,4648.0,1
45143.0,61,311,12,4648.0,0
74805.0,71,820,21,4668.0,1
59060.0,37,274,11,4160.0,0
27238.0,64,57,6,4648.0,2
47009.0,61,448,13,4820.0,2
46094.0,53,44,4,4186.0,0
37235.0,42,61,4,4463.0,2
81843.0,66,1643,26,4648.0,1
46692.0,68,397,12,4673.0,0
77382.0,58,1121,24,4283.0,1
37774.0,49,473,12,5127.0,2
18393.0,52,50,6,4648.0,2
72828.0,64,1678,22,4648.0,1
24711.0,44,58,6,4648.0,2
45503.0,51,170,8,4648.0,2
6560.0,44,373,2,4484.0,2
71604.0,81,1196,16,4648.0,1
27244.0,47,101,6,4281.0,0
48752.0,57,316,12,4849.0,2
71434.0,64,1400,18,4648.0,1
90842.0,78,1424,26,4648.0,1
88097.0,48,844,19,4648.0,1
51948.0,51,311,11,4648.0,2
71853.0,44,1149,16,4613.0,1
35876.0,43,129,7,4648.0,2
40049.0,74,32,4,4648.0,2
39660.0,44,299,11,4975.0,2
50127.0,64,320,12,4648.0,0
43263.0,49,441,13,4648.0,2
62845.0,77,1178,17,5186.0,1
18929.0,36,85,5,4648.0,2
24367.0,44,24,3,4648.0,2
26887.0,67,30,4,4555.0,2
62061.0,50,800,21,4648.0,1
76542.0,70,1483,22,4648.0,1
70515.0,33,1258,16,4648.0,1
18227.0,39,28,3,4972.0,2
69139.0,61,227,10,4648.0,0
69109.0,44,1555,19,4941.0,1
69627.0,64,861,21,4648.0,1
38136.0,48,103,6,4648.0,2
62159.0,80,634,18,4648.0,1
80695.0,63,1918,18,4648.0,1
33316.0,55,131,7,4730.0,2
58554.0,58,586,16,4648.0,0
17256.0,34,62,5,4648.0,2
53034.0,52,447,14,4648.0,0
52203.0,76,939,26,4648.0,1
59601.0,49,797,11,4648.0,0
75154.0,68,1143,15,5096.0,1
47025.0,50,415,14,4638.0,0
37971.0,53,30,4,4648.0,2
67267.0,68,251,10,4648.0,0
57338.0,51,237,10,4648.0,2
50523.0,66,91,6,4648.0,2
50611.0,66,493,16,5095.0,1
56242.0,57,971,23,4768.0,1
48904.0,66,371,13,5153.0,2
56243.0,51,396,14,4648.0,0
21355.0,41,68,5,4648.0,2
57420.0,55,322,12,4648.0,0
51381.5,56,317,12,4826.0,2
46390.0,71,222,9,4340.0,0
54342.0,70,177,8,4764.0,2
51381.5,68,45,4,5127.0,2
51381.5,62,21,3,4130.0,0
20895.0,53,45,5,5034.0,2
92344.0,78,1899,20,4648.0,1
51381.5,54,42,4,4431.0,0
44964.0,46,41,4,4648.0,2
53761.0,54,325,11,4516.0,0
22682.0,53,95,7,4761.0,2
38887.0,54,42,4,4431.0,0
41658.0,51,72,4,4941.0,2
29791.0,54,20,5,4648.0,2
63915.0,70,789,21,4648.0,1
39996.0,52,15,3,4648.0,2
26759.0,54,59,6,4282.0,0
51039.0,57,417,12,4910.0,2
60544.0,65,289,11,4648.0,0
37716.0,73,188,8,4648.0,0
36864.0,69,354,11,4648.0,0
44511.0,56,727,20,4851.0,1
36947.0,59,146,7,5006.0,2
67087.0,73,794,20,4648.0,1
57045.0,76,454,15,4974.0,1
36957.0,73,152,7,5035.0,2
69389.0,49,797,21,4648.0,1
43142.0,57,20,3,4648.0,2
80589.0,82,1428,20,4648.0,1
34412.0,36,209,8,4648.0,2
57537.0,47,545,15,4551.0,0
51315.0,78,222,9,4648.0,0
36026.0,54,61,5,4648.0,2
24639.0,53,44,6,4648.0,2
34578.0,54,8,3,4157.0,0
65704.0,54,817,22,4648.0,1
54132.0,57,42,4,4648.0,2
28164.0,56,78,6,4735.0,2
34596.0,52,23,3,4648.0,2
43269.0,54,19,3,4648.0,2
38741.0,68,61,5,4648.0,2
31907.0,54,449,13,4737.0,2
31163.0,53,38,4,4648.0,2
92533.0,41,1131,22,4648.0,1
34853.0,53,34,5,4648.0,2
70844.0,59,294,12,4648.0,0
31086.0,47,48,4,4735.0,2
20491.0,40,30,3,4648.0,2
42523.0,62,125,6,4648.0,2
33402.0,74,70,6,4648.0,2
36408.0,77,22,3,4648.0,2
21645.0,47,65,6,5127.0,2
78427.0,78,1930,20,4648.0,1
82657.0,80,2283,22,4648.0,1
51876.0,68,310,12,4648.0,0
78041.0,55,1319,17,4648.0,1
52852.0,69,879,22,5184.0,1
70038.0,44,1244,16,4648.0,1
69401.0,53,690,13,4648.0,0
46053.0,54,209,9,4648.0,2
77343.0,61,1134,16,4216.0,0
73892.0,73,1507,22,4648.0,1
40304.0,59,57,5,4648.0,2
32727.0,61,529,15,4648.0,0
43300.0,55,180,8,4648.0,2
26290.0,54,77,6,4495.0,2
93790.0,56,2349,25,4129.0,1
38410.0,52,534,16,4648.0,0
64866.0,76,556,17,4648.0,1
57957.0,67,637,18,4648.0,1
16531.0,48,44,6,4648.0,2
28072.0,40,47,4,4611.0,2
49476.0,63,795,18,4648.0,1
50725.0,73,586,17,4648.0,0
41145.0,76,13,3,4251.0,0
67419.0,56,1471,21,4648.0,1
23162.0,56,65,5,4648.0,2
34380.0,49,175,8,4794.0,2
34704.0,60,40,4,4648.0,2
94871.0,57,1078,17,5187.0,1
65148.0,68,1115,19,4648.0,1
39898.0,72,134,7,4494.0,0
59892.0,56,87,6,4788.0,2
41020.0,39,217,9,4648.0,2
57072.0,65,1034,25,4648.0,1
19414.0,45,32,4,4648.0,2
19107.0,46,46,4,4648.0,2
75484.0,50,1159,16,5157.0,1
70379.0,50,860,22,4768.0,1
79419.0,56,1631,14,4648.0,1
64014.0,80,444,15,4186.0,0
76998.0,71,1910,27,4525.0,1
49854.0,54,380,13,4546.0,0
60585.0,55,736,20,4648.0,1
42873.0,76,269,11,4648.0,0
87679.0,38,2524,28,4648.0,1
57867.0,48,612,18,4820.0,1
35765.0,36,75,6,4514.0,2
65492.0,67,1045,24,4648.0,1
32952.0,49,55,5,4818.0,2
53374.0,57,1064,15,4648.0,1
71706.0,67,1443,21,4648.0,1
68487.0,38,1366,29,4648.0,1
53253.0,51,436,12,4524.0,0
42014.0,49,436,14,4648.0,2
54108.0,53,747,19,5064.0,1
49667.0,71,1396,20,4648.0,1
63206.0,52,928,13,4648.0,1
57136.0,54,642,17,4580.0,0
46772.0,51,1048,24,5003.0,1
78931.0,55,943,23,4648.0,1
53977.0,68,907,22,4612.0,1
73538.0,61,1658,23,4648.0,1
79529.0,40,1638,21,4648.0,1
20981.0,49,73,6,4648.0,2
51766.0,46,275,10,4158.0,0
55759.0,64,854,21,4648.0,1
37787.0,54,106,6,4648.0,2
27242.0,56,106,5,4880.0,2
87188.0,43,1923,18,4765.0,1
69930.0,55,1662,21,4648.0,1
37697.0,50,84,6,4282.0,0
3502.0,53,5,0,4648.0,2
58597.0,50,733,20,4648.0,1
82032.0,78,1234,17,4341.0,0
28087.0,68,112,6,4879.0,2
74004.0,39,1658,14,4648.0,1
19740.0,66,55,5,4648.0,2
57036.0,51,1513,22,4879.0,1
53083.0,68,271,11,4648.0,0
69283.0,51,904,23,4648.0,1
46098.0,51,120,7,4648.0,2
23331.0,38,103,6,5096.0,2
23331.0,38,269,11,5065.0,2
9255.0,37,22,4,4648.0,2
67786.0,67,1156,15,4637.0,1
71969.0,55,1086,16,4648.0,1
59235.0,59,1128,25,4495.0,1
31928.0,37,72,7,4648.0,2
74881.0,65,964,23,4615.0,1
65819.0,48,1383,19,4648.0,1
51411.0,73,18,3,4648.0,0
51983.0,62,793,21,4648.0,1
30390.0,39,80,5,4790.0,2
30983.0,63,167,7,4941.0,2
66033.0,69,677,18,4648.0,1
37284.0,51,23,3,4648.0,2
57530.0,75,92,6,4486.0,0
76800.0,61,641,15,4250.0,0
63943.0,70,1106,16,5156.0,1
37054.0,59,25,4,4648.0,2
47175.0,64,240,10,4648.0,0
31859.0,50,20,3,4648.0,2
27215.0,65,102,7,4648.0,2
70179.0,50,1034,23,4648.0,1
24645.0,38,17,3,5185.0,2
79865.0,72,792,20,4648.0,1
44322.0,41,92,6,4648.0,2
47958.0,74,407,14,4648.0,0
63972.0,62,1269,19,5153.0,1
75315.0,72,841,21,4648.0,1
55517.0,76,633,18,4648.0,1
75283.0,69,1019,14,4648.0,1
90638.0,35,2525,17,4648.0,1
27161.0,40,52,4,4648.0,2
38201.0,66,268,11,4648.0,0
45203.0,44,147,7,4648.0,2
81574.0,79,1798,17,4648.0,1
60482.0,50,507,16,4648.0,0
34633.0,70,15,3,4648.0,2
78093.0,79,1105,16,4514.0,1
82460.0,76,974,14,4787.0,1
45903.0,60,66,6,4648.0,2
81361.0,39,778,26,4648.0,1
35860.0,53,49,4,4648.0,2
40442.0,74,169,8,4648.0,0
61482.0,61,299,11,4648.0,0
34968.0,46,221,10,4553.0,2
75794.0,39,1682,24,4648.0,1
74268.0,71,892,12,4648.0,1
13724.0,38,58,4,4648.0,2
52569.0,59,95,6,4341.0,0
48432.0,53,424,14,4648.0,0
36108.0,42,339,12,4648.0,2
76445.0,55,1410,20,4648.0,1
36663.0,51,35,5,4648.0,2
53843.0,61,562,16,4648.0,0
90226.0,70,2352,23,4648.0,1
70638.0,71,1334,19,4824.0,1
44512.0,66,32,4,4648.0,2
27116.0,65,41,5,4431.0,0
54072.0,63,39,4,4648.0,2
71855.0,49,1141,21,4648.0,1
51250.0,36,710,19,4648.0,1
60432.0,53,401,14,4219.0,0
12393.0,48,57,5,5093.0,2
64509.0,36,1722,18,4648.0,1
33955.0,51,270,11,4579.0,2
31353.0,49,31,4,4648.0,2
55434.0,42,882,21,4700.0,1
28359.0,43,16,3,4648.0,2
57100.0,39,311,12,4648.0,2
52973.0,70,1152,24,4972.0,1
51717.0,61,122,7,4648.0,2
18793.0,55,77,6,4495.0,2
50664.0,67,561,15,4648.0,0
54414.0,63,211,9,4648.0,0
54549.0,74,233,10,4403.0,0
47111.0,55,1092,15,4974.0,1
41003.0,63,601,16,4648.0,0
19444.0,44,54,7,4648.0,2
