Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure,Total_Spend,Total_Purchases,Family_Size,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Cluster
1949,38823.0,0,1,,56,70,0,11,2,8,23,1,2,1,3,6,0,0,77,4648.0,114,6,2,False,True,False,False,False,False,False,False,True,False,False,2
1968,83664.0,1,1,2013-08-05,57,866,21,151,28,21,86,3,2,2,12,5,0,0,58,4613.0,1173,16,3,False,False,False,True,False,True,False,False,False,False,False,0
1979,90300.0,0,0,2014-03-01,7,594,134,786,33,134,57,0,5,6,8,1,0,0,47,4405.0,1738,19,1,False,True,False,False,False,False,False,False,True,False,False,1
1979,62499.0,1,0,2013-09-12,0,140,4,61,0,13,4,2,3,1,6,4,0,0,47,4575.0,222,10,2,False,False,True,False,False,False,False,False,True,False,False,2
1993,74293.0,0,0,2014-04-05,66,375,152,335,93,91,81,1,5,4,6,2,0,0,33,4370.0,1127,15,1,False,True,False,False,False,False,False,True,False,False,False,1
1946,51012.0,0,0,,86,102,9,63,2,9,24,1,4,1,4,6,0,0,80,4648.0,209,9,1,False,False,False,True,False,False,True,False,False,False,False,2
1968,70777.0,0,1,,80,554,35,113,0,7,78,3,5,3,12,3,0,0,58,4648.0,787,20,2,False,False,True,False,False,False,True,False,False,False,False,0
1991,68682.0,0,0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,35,4669.0,1598,23,1,False,False,False,True,False,False,False,False,True,False,False,1
1971,43824.0,1,1,,18,96,1,42,12,3,32,4,3,1,4,8,0,0,55,4648.0,186,8,3,False,True,False,False,False,False,True,False,False,False,False,2
1984,15345.0,1,0,,51,5,2,16,3,2,19,2,1,1,2,8,0,1,42,4648.0,47,4,2,False,True,False,False,False,False,False,False,True,False,False,2
1987,23442.0,1,0,,71,2,0,6,8,6,5,1,1,0,3,7,0,0,39,4648.0,27,4,2,False,True,False,False,False,False,False,True,False,False,False,2
1980,14515.0,1,0,2012-09-11,71,6,4,9,6,36,35,4,2,2,3,7,0,1,46,4941.0,96,7,2,False,False,False,False,False,False,False,False,True,False,False,2
1956,31395.0,1,1,,80,23,1,25,0,8,7,4,2,1,3,6,0,0,70,4648.0,64,6,3,False,False,False,False,False,True,False,False,False,False,False,2
1965,75276.0,0,0,,2,610,105,125,137,42,21,1,9,4,9,5,0,0,61,4648.0,1040,22,1,False,True,False,False,False,False,False,False,True,False,False,1
1974,42373.0,1,1,,83,67,5,61,3,8,19,5,2,1,5,5,0,0,52,4648.0,163,8,3,False,True,False,False,False,False,False,True,False,False,False,2
1960,30507.0,0,0,2013-11-03,29,65,36,74,38,20,110,1,5,1,4,7,0,0,66,4523.0,343,10,1,False,True,False,False,False,False,False,False,True,False,False,2
1955,55521.0,1,2,,11,416,0,26,0,0,4,9,6,3,6,7,0,1,71,4648.0,446,15,4,False,False,False,True,False,False,False,True,False,False,False,0
1965,48006.0,1,1,2014-09-06,55,23,0,11,3,2,2,1,1,0,3,6,0,0,61,4216.0,41,4,3,False,True,False,False,False,False,True,False,False,False,False,2
1972,27213.0,1,0,,19,19,3,26,10,9,3,3,2,0,4,8,0,1,54,4648.0,70,6,2,False,False,False,True,False,False,False,True,False,False,False,2
1971,65808.0,1,1,,1,155,7,80,13,7,10,3,5,1,5,6,0,0,55,4648.0,272,11,3,False,False,False,True,False,True,False,False,False,False,False,2
1974,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,52,4673.0,46,5,2,False,False,False,True,False,False,False,False,True,False,False,2
1963,50437.0,0,2,,28,370,9,92,6,9,4,3,7,1,8,7,0,0,63,4648.0,490,16,3,False,True,False,False,False,False,True,False,False,False,False,0
1982,23616.0,1,0,,76,4,22,11,3,7,32,2,3,0,3,8,0,1,44,4648.0,79,6,2,False,False,False,False,False,False,False,True,False,False,False,2
1976,53858.0,0,1,2012-09-11,50,407,53,221,58,150,26,4,4,3,6,4,0,0,50,4941.0,915,13,2,False,True,False,False,False,False,True,False,False,False,False,0
1955,66465.0,0,1,,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,71,4648.0,1485,32,2,False,False,False,True,False,False,True,False,False,False,False,0
1987,46923.0,1,0,,90,85,44,54,102,78,6,3,5,1,7,7,0,0,39,4648.0,369,13,2,False,True,False,False,False,False,False,True,False,False,False,2
1962,75072.0,0,1,,83,583,34,309,0,22,125,2,5,4,8,3,0,0,64,4648.0,1073,17,2,False,True,False,False,False,False,False,False,True,False,False,0
1943,75865.0,0,0,,73,483,0,591,156,0,12,1,3,5,10,1,0,0,83,4648.0,1242,18,1,False,False,False,True,False,False,True,False,False,False,False,1
1975,19789.0,1,0,,24,2,5,9,28,6,28,3,2,1,3,5,0,0,51,4648.0,78,6,2,False,False,False,False,False,False,False,False,True,False,False,2
1994,80134.0,0,0,,11,966,26,282,52,26,26,1,2,7,11,5,0,0,32,4648.0,1378,20,1,False,True,False,False,False,False,False,False,True,False,False,1
1981,91065.0,0,0,,33,822,114,108,179,137,114,1,7,9,9,3,0,1,45,4648.0,1474,25,1,False,True,False,False,False,False,False,True,False,False,False,1
1971,49505.0,1,1,2013-05-03,4,604,0,100,19,0,28,9,10,2,8,8,0,0,55,4707.0,751,20,3,False,False,True,False,False,False,True,False,False,False,False,0
1973,37401.0,1,0,2014-06-05,14,19,3,19,3,1,3,2,2,0,3,7,0,0,53,4309.0,48,5,2,False,False,False,True,False,False,True,False,False,False,False,2
1982,18492.0,1,0,2014-05-06,75,2,2,2,2,1,1,1,1,0,2,8,0,0,44,4339.0,10,3,2,False,False,True,False,False,False,False,False,True,False,False,2
1974,82584.0,0,0,2013-04-06,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,52,4734.0,1435,15,1,False,False,True,False,False,False,True,False,False,False,False,1
1941,93027.0,0,0,,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,85,4648.0,2119,22,1,False,False,False,True,False,False,True,False,False,False,False,1
1953,48686.0,1,2,2013-04-12,8,10,0,7,2,0,1,1,1,0,2,8,0,0,73,4728.0,20,3,4,False,True,False,False,False,False,True,False,False,False,False,2
1986,92910.0,0,0,,42,551,137,792,179,103,33,1,6,7,13,1,0,0,40,4648.0,1795,26,1,False,True,False,False,False,False,True,False,False,False,False,1
1989,75433.0,1,0,2014-05-04,28,800,0,297,0,34,57,2,2,5,10,6,0,0,37,4341.0,1188,17,2,False,True,False,False,False,False,True,False,False,False,False,0
1989,10404.0,1,0,2014-04-05,52,2,2,11,10,6,12,2,1,0,4,5,0,0,37,4370.0,43,5,2,False,False,False,False,False,False,False,False,True,False,False,2
1968,61314.0,0,1,,1,378,0,189,97,172,172,2,5,5,12,3,0,0,58,4648.0,1008,22,2,False,True,False,False,False,False,True,False,False,False,False,1
1961,84865.0,0,0,2013-09-05,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,65,4582.0,1688,15,1,False,False,False,True,False,False,False,True,False,False,False,1
1989,42387.0,1,0,,42,235,0,235,19,4,191,5,8,1,7,8,0,0,37,4648.0,684,16,2,False,True,False,False,False,False,True,False,False,False,False,0
1967,67309.0,1,1,,76,515,47,181,149,95,95,15,9,6,9,7,0,0,59,4648.0,1082,24,3,False,False,False,False,False,False,False,False,True,False,False,0
1964,75236.0,0,1,,27,438,66,400,12,38,114,1,8,3,13,4,0,0,62,4648.0,1068,24,2,False,True,False,False,False,False,True,False,False,False,False,0
1970,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,56,4432.0,57,5,2,False,True,False,False,False,False,False,True,False,False,False,2
1956,50943.0,0,1,,49,31,0,7,2,0,6,1,1,0,3,5,0,0,70,4648.0,46,4,2,False,False,True,False,False,False,False,False,True,False,False,2
1966,67272.0,0,1,,12,357,35,271,28,28,14,3,6,2,12,5,0,0,60,4648.0,733,20,2,False,True,False,False,False,True,False,False,False,False,False,0
1949,51529.0,0,1,2013-07-09,14,400,4,35,6,0,22,2,9,1,5,8,0,0,77,4640.0,467,15,2,False,False,True,False,False,False,False,False,False,True,False,0
1971,32011.0,1,0,,89,99,0,15,2,1,5,3,2,1,4,7,0,0,55,4648.0,122,7,2,False,False,False,True,False,False,True,False,False,False,False,2
1986,7500.0,1,0,2013-07-02,96,1,11,5,4,6,9,2,2,0,3,8,0,0,40,4647.0,36,5,2,False,False,False,False,False,False,True,False,False,False,False,2
1989,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,37,4733.0,34,4,2,False,True,False,False,False,False,True,False,False,False,False,2
1948,56223.0,0,1,,72,77,28,31,16,0,4,2,2,1,5,4,0,0,78,4648.0,156,8,2,False,False,False,True,False,False,True,False,False,False,False,0
1946,18100.0,0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0,80,4671.0,14,3,1,False,True,False,False,False,False,True,False,False,False,False,2
1974,20130.0,0,0,,99,0,6,3,7,6,12,1,1,0,3,8,0,0,52,4648.0,34,4,1,False,False,False,False,False,False,True,False,False,False,False,2
1959,23295.0,0,0,,72,0,0,1,2,12,5,1,1,0,2,8,0,0,67,4648.0,20,3,1,False,True,False,False,False,True,False,False,False,False,False,2
1972,42618.0,1,0,2013-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,54,4577.0,192,9,2,False,False,True,False,False,True,False,False,False,False,False,2
1964,81246.0,0,0,,87,398,190,537,61,156,37,1,4,5,7,1,0,0,62,4648.0,1379,16,1,False,True,False,False,False,False,False,True,False,False,False,1
1976,24027.0,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,50,4581.0,48,5,2,False,True,False,False,False,False,True,False,False,False,False,2
1953,55707.0,0,1,,91,208,7,82,30,66,35,2,3,2,9,3,0,0,73,4648.0,428,14,2,False,False,False,True,False,False,True,False,False,False,False,0
1955,57959.0,0,1,2013-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,71,4794.0,868,22,2,False,True,False,False,False,False,False,True,False,False,False,0
1969,56796.0,0,1,,24,656,38,161,62,47,37,3,8,9,7,7,0,0,57,4648.0,1001,24,2,False,True,False,False,False,False,True,False,False,False,False,0
1971,36230.0,1,0,,17,14,2,30,8,2,3,1,2,0,4,5,0,0,55,4648.0,59,6,2,False,False,True,False,False,False,False,True,False,False,False,2
1980,70829.0,1,1,2013-01-12,87,141,70,106,72,19,23,2,4,2,8,3,0,0,46,4818.0,431,14,3,False,False,False,False,False,False,True,False,False,False,False,0
1976,65991.0,0,1,2012-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,50,5005.0,971,24,2,False,True,False,False,False,False,True,False,False,False,False,0
1972,38988.0,1,2,,90,164,24,103,12,3,42,7,5,1,6,8,0,0,54,4648.0,348,12,4,False,True,False,False,False,False,True,False,False,False,False,0
1966,89572.0,0,0,,44,606,24,974,197,194,64,1,7,7,9,4,0,1,60,4648.0,2059,23,1,False,False,False,False,False,False,False,True,False,False,False,1
1984,42207.0,1,0,2013-01-04,71,116,11,72,3,17,46,4,4,1,5,6,0,1,42,4826.0,265,10,2,False,False,True,False,False,False,True,False,False,False,False,2
1952,50300.0,0,1,,52,143,15,60,24,23,5,2,2,1,8,2,0,0,74,4648.0,270,11,2,False,True,False,False,False,False,True,False,False,False,False,0
1982,66664.0,0,0,,78,398,96,447,220,96,32,1,5,7,6,3,0,0,44,4648.0,1289,18,1,False,False,False,False,False,False,False,False,True,False,False,1
1964,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,1,62,4464.0,893,12,2,False,True,False,False,False,False,True,False,False,False,False,0
1949,70165.0,0,0,,60,161,0,253,199,191,122,1,3,7,11,1,0,0,77,4648.0,926,21,1,False,True,False,False,False,False,False,False,False,True,False,1
1958,50520.0,0,1,,25,112,0,6,2,1,14,2,3,1,3,6,0,0,68,4648.0,135,7,2,False,False,False,True,False,False,False,False,False,True,False,2
1975,33183.0,1,0,,46,7,5,39,17,15,37,2,4,0,3,7,0,0,51,4648.0,120,7,2,False,True,False,False,False,False,True,False,False,False,False,2
1969,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,57,4403.0,1288,19,1,False,False,False,True,False,False,False,True,False,False,False,1
1955,75261.0,0,0,,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,71,4648.0,1743,16,1,False,False,False,True,False,False,False,False,True,False,False,1
1970,31880.0,1,0,,13,4,1,5,2,0,3,1,1,0,2,8,0,0,56,4648.0,15,3,2,False,True,False,False,False,False,False,False,False,True,False,2
1951,53790.0,0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,75,4311.0,542,17,3,False,True,False,False,False,False,True,False,False,False,False,0
1971,49269.0,1,0,,92,639,8,166,11,8,58,3,7,3,12,7,0,0,55,4648.0,890,22,2,False,False,False,True,False,False,False,False,True,False,False,0
1975,61456.0,0,1,,47,563,76,384,84,192,89,4,6,10,13,4,0,0,51,4648.0,1388,29,2,False,True,False,False,False,False,True,False,False,False,False,1
1980,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,1,46,4547.0,17,3,2,False,True,False,False,False,False,True,False,False,False,False,2
1981,56937.0,1,0,2012-04-08,81,746,8,125,11,8,8,7,8,6,9,6,0,1,45,5097.0,906,23,2,False,False,False,True,False,False,False,False,True,False,False,0
1978,38415.0,1,1,2013-02-01,91,22,1,13,4,0,4,2,1,0,3,7,0,0,48,4798.0,44,4,3,False,True,False,False,False,False,True,False,False,False,False,2
1988,20518.0,1,0,,58,4,1,6,4,1,9,1,1,1,2,5,0,0,38,4648.0,25,4,2,False,True,False,False,False,False,False,True,False,False,False,2
1956,62503.0,0,1,,40,478,0,193,110,75,117,4,8,3,11,5,0,0,70,4648.0,973,22,2,False,True,False,False,False,False,True,False,False,False,False,0
1972,41644.0,1,1,2014-09-05,67,20,3,4,2,0,2,2,1,0,3,3,0,0,54,4217.0,31,4,3,False,False,False,True,False,False,False,True,False,False,False,2
1977,55842.0,0,1,,19,451,0,39,0,4,24,1,7,1,8,5,0,0,49,4648.0,518,16,2,False,False,True,False,False,False,True,False,False,False,False,0
1972,62010.0,0,1,,93,371,22,39,6,0,92,4,6,2,7,5,0,0,54,4648.0,530,15,2,False,False,False,True,False,False,True,False,False,False,False,0
1977,41124.0,1,0,,41,281,7,84,15,0,119,7,7,3,4,8,0,0,49,4648.0,506,14,2,False,True,False,False,False,False,True,False,False,False,False,0
1973,38961.0,1,0,,60,19,7,19,0,1,24,1,2,1,2,7,0,0,53,4648.0,70,5,2,False,False,True,False,False,False,True,False,False,False,False,2
1972,37760.0,1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,54,4518.0,54,5,2,False,False,True,False,False,True,False,False,False,False,False,2
1974,32233.0,1,0,,26,138,15,35,25,11,72,2,6,2,2,9,0,1,52,4648.0,296,10,2,False,True,False,False,False,False,False,True,False,False,False,2
1975,43057.0,0,1,,30,213,2,44,0,2,5,4,4,2,5,5,0,0,51,4648.0,266,11,2,False,True,False,False,False,False,True,False,False,False,False,2
1960,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,66,4912.0,747,18,1,False,False,True,False,False,False,False,False,True,False,False,1
1964,78825.0,0,0,,35,483,74,114,169,37,18,1,5,10,13,3,0,1,62,4648.0,895,28,1,False,False,False,True,False,True,False,False,False,False,False,1
1976,65104.0,0,1,,4,738,0,232,13,20,50,2,3,5,7,7,0,0,50,4648.0,1053,15,2,False,False,True,False,False,False,False,False,True,False,False,0
1974,60093.0,0,1,,92,502,12,109,16,6,90,2,7,2,10,6,0,0,52,4648.0,735,19,2,False,True,False,False,False,False,True,False,False,False,False,0
1969,14045.0,1,0,,24,11,0,5,2,1,1,1,1,0,3,7,0,0,57,4648.0,20,4,2,False,True,False,False,False,False,True,False,False,False,False,2
1952,28457.0,0,0,,96,24,1,108,29,29,14,1,4,1,4,8,0,0,74,4648.0,205,9,1,False,False,False,False,False,False,False,False,False,True,False,2
1958,78952.0,0,1,,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,68,4648.0,2092,19,2,False,False,False,True,False,False,False,False,True,False,False,1
1976,46310.0,1,0,2012-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,50,5124.0,309,12,2,False,True,False,False,False,True,False,False,False,False,False,2
1955,76005.0,0,0,,72,983,20,389,240,50,40,1,3,5,13,6,0,0,71,4648.0,1722,21,1,False,True,False,False,False,False,False,False,True,False,False,1
1964,58308.0,0,1,2013-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,0,62,4495.0,900,11,2,False,False,True,False,False,False,False,True,False,False,False,0
1944,55614.0,0,0,,85,504,13,131,8,0,26,1,9,4,6,7,0,0,82,4648.0,682,19,1,False,False,False,True,False,True,False,False,False,False,False,0
1962,59432.0,0,1,,88,317,25,265,25,19,12,3,5,3,11,5,0,0,64,4648.0,663,19,2,False,False,True,False,False,True,False,False,False,False,False,0
1978,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,48,4341.0,43,5,2,False,True,False,False,False,True,False,False,False,False,False,2
1971,78642.0,0,1,,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,55,4648.0,1816,17,2,False,False,False,True,False,False,False,False,True,False,False,1
1949,67911.0,0,1,,63,529,0,356,63,28,0,3,6,7,11,3,0,0,77,4648.0,976,24,2,False,False,False,True,False,False,False,False,True,False,False,0
1944,65275.0,0,0,2013-03-04,9,388,14,218,91,14,21,1,4,3,13,2,0,0,82,4767.0,746,20,1,False,True,False,False,False,False,True,False,False,False,False,1
1950,27203.0,1,1,2012-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,0,76,5036.0,64,4,3,False,True,False,False,False,False,False,False,True,False,False,2
1961,48330.0,0,1,,2,28,0,4,0,0,0,1,1,0,3,5,0,0,65,4648.0,32,4,2,False,False,True,False,False,False,False,False,True,False,False,2
1990,24279.0,0,0,,6,16,36,21,20,62,108,1,4,1,3,8,0,0,36,4648.0,263,8,1,True,False,False,False,False,False,True,False,False,False,False,2
1985,64355.0,1,0,,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,41,4648.0,1445,19,2,False,False,False,True,False,False,True,False,False,False,False,0
1953,53653.0,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,73,5003.0,1210,26,1,False,True,False,False,False,False,False,False,False,True,False,0
1976,65665.0,0,1,2013-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,0,50,4787.0,945,23,2,False,True,False,False,False,False,True,False,False,False,False,1
1989,81217.0,0,0,,77,493,70,324,146,40,84,1,3,7,11,1,0,0,37,4648.0,1157,21,1,False,True,False,False,False,False,False,True,False,False,False,1
1992,34935.0,0,0,,71,34,4,66,3,10,20,1,2,1,4,7,0,0,34,4648.0,137,7,1,False,True,False,False,False,False,True,False,False,False,False,2
1959,61250.0,0,1,,49,382,138,65,60,26,59,6,5,2,12,5,0,0,67,4648.0,730,19,2,False,True,False,False,False,True,False,False,False,False,False,0
1981,39665.0,1,0,,97,127,1,56,0,1,31,3,4,2,3,7,0,0,45,4648.0,216,9,2,False,False,False,True,False,False,False,False,True,False,False,2
1979,60152.0,0,1,,6,325,83,300,86,58,91,1,6,4,12,3,0,0,47,4648.0,943,22,2,False,True,False,False,False,False,False,True,False,False,False,1
1964,48920.0,0,2,,93,238,17,68,8,10,6,3,6,2,5,7,0,0,62,4648.0,347,13,3,False,True,False,False,False,False,True,False,False,False,False,0
1959,89120.0,0,0,,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,67,4648.0,1924,18,1,False,False,True,False,False,False,False,False,True,False,False,1
1946,44124.0,0,1,2013-11-05,62,284,0,55,0,6,52,4,6,2,5,8,0,0,80,4521.0,397,13,2,False,False,False,True,False,False,False,False,True,False,False,0
1975,81169.0,0,0,,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,51,4648.0,2089,21,1,False,False,True,False,False,False,False,True,False,False,False,1
1961,36443.0,1,1,2013-03-02,9,65,0,46,4,3,20,4,3,1,3,8,0,0,65,4769.0,138,7,3,False,True,False,False,False,False,True,False,False,False,False,2
1990,26095.0,1,0,,77,11,7,9,3,1,11,1,1,0,3,7,0,0,36,4648.0,42,4,2,False,True,False,False,False,False,False,True,False,False,False,2
1959,71367.0,0,0,,24,227,23,389,42,21,75,1,4,5,7,2,0,0,67,4648.0,777,16,1,False,True,False,False,False,False,False,False,True,False,False,1
1944,80184.0,0,0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,82,4462.0,1902,19,1,False,False,True,False,False,False,True,False,False,False,False,1
1965,30630.0,1,1,,67,27,1,12,2,0,10,2,2,0,3,7,0,0,61,4648.0,52,5,3,False,True,False,False,False,True,False,False,False,False,False,2
1987,73454.0,0,0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5,0,0,39,4462.0,1651,12,1,False,False,True,False,False,False,False,True,False,False,False,1
1991,42691.0,0,0,,48,179,2,64,38,17,58,1,5,1,6,5,0,0,35,4648.0,358,12,1,False,True,False,False,False,False,True,False,False,False,False,2
1953,70503.0,0,0,,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,73,4648.0,1727,15,1,False,True,False,False,False,False,True,False,False,False,False,1
1987,25545.0,1,0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,1,39,4974.0,210,7,2,False,True,False,False,False,False,True,False,False,False,False,2
1986,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,40,5093.0,42,4,2,False,True,False,False,False,False,True,False,False,False,False,2
1958,77863.0,0,0,,20,881,38,319,16,25,12,1,4,5,10,2,0,0,68,4648.0,1291,19,1,False,False,False,True,False,False,False,False,True,False,False,1
1977,50353.0,0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,49,4247.0,442,14,1,False,False,True,False,False,False,True,False,False,False,False,0
1964,61839.0,0,0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,62,4853.0,1895,16,1,False,True,False,False,False,False,False,True,False,False,False,1
1960,49154.0,1,1,2013-03-11,69,206,10,67,30,27,71,6,4,1,8,6,0,0,66,4760.0,411,13,3,False,False,False,True,False,False,True,False,False,False,False,0
1975,47682.0,0,1,,80,162,61,83,97,57,61,4,4,3,8,5,0,0,51,4648.0,521,15,2,False,False,False,False,False,False,False,False,False,True,False,0
1969,72679.0,0,1,,65,619,54,260,127,54,54,1,4,7,5,1,0,0,57,4648.0,1168,16,2,False,True,False,False,False,False,False,True,False,False,False,1
1977,57954.0,1,1,,52,456,4,24,0,0,9,7,8,2,6,7,0,0,49,4648.0,493,16,3,False,False,True,False,False,False,False,False,True,False,False,0
1962,65316.0,1,1,,65,112,6,92,3,9,38,2,3,2,5,4,0,0,64,4648.0,260,10,3,False,True,False,False,False,False,True,False,False,False,False,2
1982,28567.0,1,0,,57,11,3,22,2,2,6,2,2,0,3,6,0,0,44,4648.0,46,5,2,False,True,False,False,False,False,False,True,False,False,False,2
1951,47352.0,0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,75,4522.0,319,12,2,False,False,True,False,False,False,False,False,True,False,False,0
1967,44931.0,0,1,,0,78,0,11,0,0,7,1,2,1,3,5,0,0,59,4648.0,96,6,2,False,True,False,False,False,False,False,False,True,False,False,2
1967,76982.0,0,0,,19,464,151,292,65,60,30,1,8,3,4,4,0,1,59,4648.0,1062,15,1,False,True,False,False,False,True,False,False,False,False,False,1
1952,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,74,4610.0,232,10,2,False,False,False,False,False,False,False,False,True,False,False,0
1981,22944.0,1,0,,67,19,3,19,4,5,26,3,3,0,3,7,0,0,45,4648.0,76,6,2,False,False,True,False,False,False,False,True,False,False,False,2
1977,25315.0,1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,49,4638.0,54,6,2,False,False,False,False,False,False,False,False,True,False,False,2
1969,43638.0,0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,57,5036.0,201,9,2,False,True,False,False,False,False,False,False,False,True,False,2
1984,42710.0,1,0,,38,252,3,42,4,3,102,2,4,5,3,6,0,0,42,4648.0,406,12,2,False,False,False,True,False,False,False,True,False,False,False,2
1982,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,44,4641.0,1919,19,1,False,False,False,True,False,False,True,False,False,False,False,1
1976,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,50,4734.0,662,18,2,False,True,False,False,False,False,False,False,True,False,False,0
1990,24683.0,1,0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,0,36,4250.0,41,6,2,False,False,False,False,False,False,True,False,False,False,False,2
1964,85620.0,0,0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,1,62,4283.0,1600,13,1,False,True,False,False,False,False,False,False,False,True,False,1
1980,47850.0,1,0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,0,46,4759.0,134,7,2,False,True,False,False,False,False,True,False,False,False,False,2
1968,19514.0,1,1,,47,14,3,21,2,1,28,4,3,1,2,8,0,1,58,4648.0,69,6,3,False,True,False,False,False,False,True,False,False,False,False,2
1973,27159.0,1,1,,33,17,0,3,0,0,1,2,1,0,3,6,0,0,53,4648.0,21,4,3,False,False,True,False,False,False,True,False,False,False,False,2
1963,39548.0,1,1,,87,15,4,10,3,4,18,2,1,1,3,3,0,0,63,4648.0,54,5,3,False,False,False,False,False,False,False,True,False,False,False,2
1989,21474.0,1,0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7,0,1,37,4249.0,91,6,2,False,True,False,False,False,False,False,True,False,False,False,2
1971,60504.0,0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,55,4282.0,526,16,2,False,False,False,True,False,False,False,True,False,False,False,0
1963,22419.0,0,0,,74,30,3,47,19,21,42,1,3,2,2,8,0,0,63,4648.0,162,7,1,False,True,False,False,False,False,True,False,False,False,False,2
1949,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,1,77,4668.0,1008,24,1,False,False,True,False,False,False,True,False,False,False,False,1
1952,43462.0,1,1,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,0,74,4852.0,240,10,3,False,True,False,False,False,False,False,False,True,False,False,0
1978,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,48,4827.0,795,19,2,False,False,False,True,False,False,False,True,False,False,False,1
1982,79908.0,0,0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,44,4706.0,1772,18,1,False,True,False,False,False,False,True,False,False,False,False,1
1970,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,56,4763.0,64,6,1,False,False,False,False,False,False,True,False,False,False,False,2
1959,87771.0,0,1,,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,67,4648.0,1957,19,2,False,True,False,False,False,False,False,False,True,False,False,1
1978,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,48,4578.0,78,6,2,False,True,False,False,False,False,True,False,False,False,False,2
